temp (degree_c),chl1 (mg/m3),chl2 (mg/m3),avg_chloro (mg/m3),sample_id,site_code,site_name,lat,lon,time_utc,akashiwo_sanguinea (cells/l),alexandrium_spp (cells/l),dinophysis_spp (cells/l),lingulodinium_polyedra (cells/l),prorocentrum_spp (cells/l),pseudo_nitzschia_delicatissima_group (cells/l),pseudo_nitzschia_seriata_group (cells/l),ceratium_spp (cells/l),cochlodinium_spp (cells/l),gymnodinium_spp (cells/l),other_diatoms (cells/l),other_dinoflagellates (cells/l),total_phytoplankton (cells/l)
15.4,2.77,2.82,2.79,CP240617,CPP,CalPoly Pier,35.170204,-120.740685,2024-06-17 18:30:00+00:00,0.0,0.0,533.0767,0.0,1066.1534,31984.604,0.0,0.0,0.0,0.0,14926.148,5330.767,53840.75
15.1,19.16,16.78,17.97,CP240624,CPP,CalPoly Pier,35.170204,-120.740685,2024-06-24 16:00:00+00:00,0.0,0.0,533.0767,0.0,1066.1534,245748.38,3731.537,0.0,0.0,0.0,155658.4,90623.05,497360.6
15.9,10.63,8.06,9.35,CP240701,CPP,CalPoly Pier,35.170204,-120.740685,2024-07-01 16:30:00+00:00,533.0767,0.0,1599.2302,0.0,3198.4604,10661.534,0.0,0.0,0.0,0.0,103949.96,9062.305,128471.49
17.6,30.14,35.14,32.64,CP240707,CPP,CalPoly Pier,35.170204,-120.740685,2024-07-07 16:00:00+00:00,7996.151,0.0,0.0,0.0,2132.307,9062.305,0.0,0.0,0.0,0.0,13326.918,2132.307,34649.99
16.1,2.78,2.62,2.7,CP240715,CPP,CalPoly Pier,35.170204,-120.740685,2024-07-15 18:30:00+00:00,1599.2302,533.0767,1066.1534,0.0,5863.8438,2132.307,0.0,0.0,0.0,0.0,34649.99,12793.842,58638.44
16.3,9.18,10.04,9.16,CP240722,CPP,CalPoly Pier,35.170204,-120.740685,2024-07-22 16:30:00+00:00,0.0,0.0,0.0,0.0,1599.2302,29852.297,0.0,0.0,0.0,0.0,78895.35,4264.614,114611.49
14.9,14.84,15.26,15.05,CP240729,CPP,CalPoly Pier,35.170204,-120.740685,2024-07-29 18:30:00+00:00,11727.69,4264.614,1066.153,0.0,15992.3,34116.91,0.0,0.0,0.0,0.0,231355.3,105549.2,404072.2
16.1,15.54,14.42,14.98,CP240804,CPP,CalPoly Pier,35.170204,-120.740685,2024-08-04 17:00:00+00:00,4797.6904,0.0,533.0767,0.0,7996.151,0.0,16525.379,0.0,0.0,0.0,700462.8,27719.99,758035.1
16.8,8.58,8.71,8.64,CP240811,CPP,CalPoly Pier,35.170204,-120.740685,2024-08-11 15:45:00+00:00,2132.307,0.0,3198.4604,0.0,29319.22,26120.76,0.0,0.0,1066.1534,1066.1534,865183.5,34649.99,962736.56
16.7,7.04,7.24,7.14,CP240818,CPP,CalPoly Pier,35.170204,-120.740685,2024-08-18 15:45:00+00:00,7463.074,0.0,1599.2302,0.0,22389.223,0.0,0.0,1066.1534,0.0,0.0,416332.94,32517.68,481368.28
15.0,30.65,27.01,28.83,CP240825,CPP,CalPoly Pier,35.170204,-120.740685,2024-08-25 15:30:00+00:00,12793.842,3198.4604,13859.995,0.0,15992.302,21323.068,0.0,533.0767,0.0,0.0,179113.78,71965.36,318779.88
15.9,19.59,21.83,20.71,CP240901,CPP,CalPoly Pier,35.170204,-120.740685,2024-09-01 15:25:00+00:00,0.0,6929.9976,22389.223,0.0,15459.225,30918.45,0.0,1066.1534,0.0,0.0,70899.2,52774.598,200436.84
16.9,8.45,8.69,8.57,CP240908,CPP,CalPoly Pier,35.170204,-120.740685,2024-09-08 15:30:00+00:00,533.0767,0.0,2665.3835,0.0,225491.45,0.0,0.0,11194.611,0.0,0.0,12260.765,52774.598,304919.88
14.7,81.88,86.78,84.33,CP240915,CPP,CalPoly Pier,35.170204,-120.740685,2024-09-15 16:45:00+00:00,39447.676,0.0,10128.458,0.0,17058.455,0.0,0.0,20789.992,0.0,0.0,219094.53,1148780.4,1455299.5
15.7,112.67,111.69,112.18,CP240922,CPP,CalPoly Pier,35.170204,-120.740685,2024-09-22 15:36:00+00:00,6929.9976,0.0,10661.534,0.0,14393.071,0.0,0.0,94354.58,21323.068,0.0,4264.614,698863.56,850790.44
16.1,59.06,59.48,59.27,CP240929,CPP,CalPoly Pier,35.170204,-120.740685,2024-09-29 16:00:00+00:00,103416.88,0.0,3198.4604,533.0767,73564.586,0.0,0.0,42113.062,17591.531,28786.143,22922.299,212164.53,504290.6
16.5,68.58,75.58,72.08,CP241006,CPP,CalPoly Pier,35.170204,-120.740685,2024-10-06 15:00:00+00:00,13326.918,0.0,29319.22,1066.1534,33050.758,0.0,0.0,16525.379,203635.31,6929.9976,12260.765,131136.88,447251.38
16.9,66.48,47.38,56.93,CP241013,CPP,CalPoly Pier,35.170204,-120.740685,2024-10-13 15:57:00+00:00,296390.66,0.0,13326.918,533.0767,81027.664,0.0,0.0,12260.765,10128.458,0.0,4264.614,105549.195,523481.34
13.8,1.16,1.08,1.12,CP241020,CPP,CalPoly Pier,35.170204,-120.740685,2024-10-20 16:57:00+00:00,0.0,0.0,0.0,0.0,533.0767,0.0,0.0,0.0,0.0,0.0,36782.293,533.0767,37848.45
15.4,37.86,37.93,37.9,CP241027,CPP,CalPoly Pier,35.170204,-120.740685,2024-10-27 16:25:00+00:00,17058.455,0.0,12260.765,21323.068,168452.25,3731.537,0.0,4797.6904,172716.86,0.0,80494.586,81027.664,561862.9
12.8,4.06,3.81,3.93,CP241103,CPP,CalPoly Pier,35.170204,-120.740685,2024-11-03 17:36:00+00:00,0.0,0.0,1599.2302,0.0,5863.8438,5330.767,0.0,533.0767,3198.4604,0.0,37315.37,11194.611,65035.36
12.5,13.72,12.6,13.16,CP241110,CPP,CalPoly Pier,35.170204,-120.740685,2024-11-10 17:34:00+00:00,4264.614,1599.2302,2665.3835,1066.1534,28253.066,0.0,0.0,2132.307,2132.307,0.0,50642.29,29852.297,122607.65
12.1,2.73,2.27,2.5,CP241117,CPP,CalPoly Pier,35.170204,-120.740685,2024-11-17 17:22:00+00:00,533.0767,0.0,0.0,0.0,9062.305,0.0,0.0,2132.307,0.0,0.0,11727.6875,12793.842,36249.22
12.1,7.59,7.36,7.47,CP241124,CPP,CalPoly Pier,35.170204,-120.740685,2024-11-24 14:40:00+00:00,0.0,1066.1534,533.0767,1599.2302,15459.225,0.0,0.0,6396.921,1066.1534,0.0,9595.381,11727.6875,47443.83
12.9,7.1,7.15,7.12,CP241201,CPP,CalPoly Pier,35.170204,-120.740685,2024-12-01 16:45:00+00:00,0.0,0.0,2665.3835,0.0,13859.995,0.0,5330.767,15992.302,0.0,3198.4604,30918.45,52241.52,124206.875
12.4,2.24,2.3,2.27,CP241208,CPP,CalPoly Pier,35.170204,-120.740685,2024-12-08 16:18:00+00:00,1599.2302,0.0,0.0,1599.2302,3731.537,1599.2302,1066.1534,2665.3835,9062.305,0.0,4797.6904,7996.151,34116.91
12.3,3.01,2.81,2.91,CP241216,CPP,CalPoly Pier,35.170204,-120.740685,2024-12-08 17:00:00+00:00,0.0,0.0,533.0767,533.0767,12793.842,0.0,4797.6904,6396.921,3198.4604,0.0,16525.379,3731.537,48509.98
12.9,1.65,1.54,1.6,CP241222,CPP,CalPoly Pier,35.170204,-120.740685,2024-12-22 17:44:00+00:00,0.0,0.0,0.0,0.0,0.0,1066.1534,0.0,533.0767,0.0,0.0,9595.381,1066.1534,12260.765
12.9,1.15,1.06,1.11,CP241229,CPP,CalPoly Pier,35.170204,-120.740685,2024-12-29 18:35:00+00:00,0.0,0.0,533.0767,0.0,533.0767,0.0,0.0,0.0,0.0,0.0,11727.6875,533.0767,13326.918
11.9,2.2,2.37,2.28,CP250105,CPP,CalPoly Pier,35.170204,-120.740685,2025-01-05 18:40:00+00:00,0.0,0.0,0.0,0.0,533.0767,0.0,0.0,0.0,0.0,0.0,56506.133,1599.2302,58638.44
11.4,3.01,3.05,3.03,CP250112,CPP,CalPoly Pier,35.170204,-120.740685,2025-01-12 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0,2665.3835,5330.767,0.0,0.0,0.0,120475.34,1599.2302,130070.72
12.0,1.3,1.43,1.36,CP250119,CPP,CalPoly Pier,35.170204,-120.740685,2025-01-19 19:00:00+00:00,0.0,0.0,0.0,0.0,2665.3835,4797.6904,30918.45,0.0,0.0,0.0,62903.055,4797.6904,106082.266
11.5,2.95,2.81,2.88,CP250126,CPP,CalPoly Pier,35.170204,-120.740685,2025-01-26 17:46:00+00:00,1066.1534,0.0,0.0,0.0,2665.3835,4797.6904,1599.2302,533.0767,0.0,0.0,50109.21,5330.767,66101.516
12.5,3.25,3.05,3.15,CP250202,CPP,CalPoly Pier,35.170204,-120.740685,2025-02-02 18:25:00+00:00,0.0,0.0,533.0767,0.0,1599.2302,5863.8438,0.0,1066.1534,0.0,0.0,20789.992,5330.767,35183.062
12.5,4.55,3.89,4.22,CP250209,CPP,CalPoly Pier,35.170204,-120.740685,2025-02-09 17:00:00+00:00,4797.6904,0.0,0.0,533.0767,4264.614,0.0,2665.3835,0.0,1066.1534,0.0,45844.598,2132.307,61303.824
11.3,0.99,0.98,0.99,CP250216,CPP,CalPoly Pier,35.170204,-120.740685,2025-02-16 16:00:00+00:00,533.0767,0.0,0.0,0.0,533.0767,5330.767,0.0,0.0,0.0,0.0,8529.228,0.0,14926.148
12.3,1.61,1.72,1.67,CP250223,CPP,CalPoly Pier,35.170204,-120.740685,2025-02-23 17:55:00+00:00,1599.2302,0.0,0.0,0.0,0.0,0.0,3198.4604,0.0,2665.3835,0.0,37848.45,533.0767,45844.598
12.0,4.25,4.45,4.35,CP250302,CPP,CalPoly Pier,35.170204,-120.740685,2025-03-02 17:40:00+00:00,1066.1534,0.0,0.0,0.0,533.0767,7463.074,2132.307,0.0,0.0,0.0,25054.605,2665.3835,38914.6
10.6,2.46,2.86,2.66,CP250309,CPP,CalPoly Pier,35.170204,-120.740685,2025-03-09 16:55:00+00:00,0.0,0.0,0.0,0.0,0.0,6396.921,18657.686,0.0,0.0,0.0,204701.47,2132.307,231888.38
11.5,5.42,5.08,5.25,CP250316,CPP,CalPoly Pier,35.170204,-120.740685,2025-03-16 16:30:00+00:00,0.0,0.0,0.0,0.0,533.0767,0.0,46910.75,0.0,0.0,0.0,395542.94,2665.3835,445652.16
11.6,2.93,2.91,2.92,CP250323,CPP,CalPoly Pier,35.170204,-120.740685,2025-03-23 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,83159.97,0.0,0.0,0.0,434990.6,533.0767,518683.66
11.7,5.32,5.08,5.2,CP250330,CPP,CalPoly Pier,35.170204,-120.740685,2025-03-30 16:47:00+00:00,0.0,0.0,0.0,0.0,0.0,11727.6875,49043.06,0.0,0.0,0.0,58105.363,2132.307,121008.414
11.9,10.05,9.92,9.99,CP250406,CPP,CalPoly Pier,35.170204,-120.740685,2025-04-06 16:15:00+00:00,0.0,0.0,0.0,0.0,0.0,3198.4604,115144.57,0.0,0.0,0.0,1610957.9,1066.1534,1730367.0
11.3,2.44,2.37,2.4,CP250413,CPP,CalPoly Pier,35.170204,-120.740685,2025-04-13 17:05:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,64502.285,0.0,0.0,0.0,87957.66,6929.9976,159389.94
13.3,8.2,7.95,8.08,CP250420,CPP,CalPoly Pier,35.170204,-120.740685,2025-04-20 16:58:00+00:00,0.0,0.0,0.0,0.0,533.0767,2132.307,25587.684,0.0,0.0,0.0,1241002.6,10128.458,1279384.1
12.3,4.69,4.94,4.81,CP250427,CPP,CalPoly Pier,35.170204,-120.740685,2025-04-27 17:13:00+00:00,0.0,0.0,0.0,0.0,0.0,2132.307,77296.125,533.0767,0.0,0.0,181246.1,5863.8438,267071.44
12.3,1.67,1.81,1.74,CP250504,CPP,CalPoly Pier,35.170204,-120.740685,2025-05-04 17:30:00+00:00,0.0,0.0,0.0,0.0,533.0767,1066.1534,0.0,0.0,0.0,0.0,75163.82,10661.534,87424.586
14.8,4.6,4.51,4.56,CP250512,CPP,CalPoly Pier,35.170204,-120.740685,2025-05-12 14:25:00+00:00,0.0,0.0,0.0,0.0,0.0,13859.995,22389.223,533.0767,0.0,0.0,278799.12,1599.2302,317180.66
13.0,13.72,13.3,13.51,CP250518,CPP,CalPoly Pier,35.170204,-120.740685,2025-05-18 17:05:00+00:00,0.0,0.0,0.0,0.0,533.0767,18657.686,23455.375,0.0,0.0,0.0,1225010.4,9595.381,1277251.9
13.2,14.56,15.68,15.12,CP250526,CPP,CalPoly Pier,35.170204,-120.740685,2025-05-26 16:35:00+00:00,0.0,0.0,0.0,0.0,0.0,17058.455,49043.06,0.0,0.0,0.0,2184015.2,2665.3835,2252782.2
14.4,4.59,4.58,4.58,CP250601,CPP,CalPoly Pier,35.170204,-120.740685,2025-06-01 16:53:00+00:00,0.0,0.0,1066.1534,0.0,0.0,1599.2302,6396.921,0.0,0.0,0.0,411535.22,12260.765,432858.3
15.1,14.84,15.82,15.33,CP250608,CPP,CalPoly Pier,35.170204,-120.740685,2025-06-08 16:30:00+00:00,18657.686,2665.3835,13326.918,0.0,12793.842,0.0,0.0,13326.918,107681.5,5330.767,7996.151,108214.58,289993.75
15.5,15.26,15.68,15.47,CP250616,CPP,CalPoly Pier,35.170204,-120.740685,2025-06-16 16:15:00+00:00,0.0,0.0,533.0767,0.0,1066.1534,21856.146,31984.604,533.0767,0.0,0.0,160989.17,5330.767,222293.0
12.9,5.93,6.14,6.04,CP250623,CPP,CalPoly Pier,35.170204,-120.740685,2025-06-23 16:30:00+00:00,0.0,0.0,0.0,0.0,533.0767,226024.53,29319.22,0.0,0.0,0.0,413667.53,4264.614,673809.0
14.5,6.34,6.2,6.27,CP250630,CPP,CalPoly Pier,35.170204,-120.740685,2025-06-30 17:00:00+00:00,0.0,0.0,3198.4604,0.0,6396.921,0.0,0.0,0.0,4264.614,0.0,7463.074,34649.99,55973.055
15.2,4.3,4.45,4.37,CP250707,CPP,CalPoly Pier,35.170204,-120.740685,2025-07-07 16:10:00+00:00,1599.2302,0.0,10128.458,0.0,15459.225,0.0,0.0,1599.2302,0.0,0.0,533.0767,29852.297,59171.516
15.0,23.58,22.67,23.13,CP250714,CPP,CalPoly Pier,35.170204,-120.740685,2025-07-14 15:45:00+00:00,4797.6904,5863.8438,11194.611,0.0,63436.13,1066.1534,0.0,5330.767,533.0767,0.0,121008.414,297989.88,511220.6
14.8,8.69,8.36,8.52,CP250721,CPP,CalPoly Pier,35.170204,-120.740685,2025-07-21 15:53:00+00:00,0.0,0.0,1066.1534,0.0,3198.4604,9062.305,0.0,3198.4604,6396.921,0.0,97553.04,122607.65,243082.98
15.3,9.91,9.92,9.92,CP250728,CPP,CalPoly Pier,35.170204,-120.740685,2025-07-28 16:05:00+00:00,1599.2302,0.0,1599.2302,0.0,4264.614,68233.82,4264.614,4797.6904,0.0,0.0,227090.69,85292.27,397142.16
15.0,15.96,15.96,15.96,CP250804,CPP,CalPoly Pier,35.170204,-120.740685,2025-08-04 16:05:00+00:00,0.0,39980.754,0.0,0.0,11727.6875,858253.5,4264.614,2132.307,0.0,0.0,1435575.6,115677.65,2467612.2
15.6,9.66,8.68,9.17,CP250810,CPP,CalPoly Pier,35.170204,-120.740685,2025-08-10 17:00:00+00:00,0.0,1066.1534,0.0,0.0,4264.614,406204.47,57039.21,533.0767,0.0,0.0,562929.0,15459.225,1047495.75
15.6,14.28,13.72,14.0,CP250818,CPP,CalPoly Pier,35.170204,-120.740685,2025-08-18 16:20:00+00:00,0.0,12793.842,0.0,0.0,0.0,930751.94,33583.832,0.0,0.0,0.0,932351.2,21323.068,1930803.9
16.8,13.72,11.62,12.67,CP250826,CPP,CalPoly Pier,35.170204,-120.740685,2025-08-26 13:30:00+00:00,1066.1534,27186.912,9062.305,0.0,50109.21,1066.1534,0.0,47443.83,0.0,0.0,2665.3835,43179.215,181779.16
18.7,4.06,4.37,4.21,CP250901,CPP,CalPoly Pier,35.170204,-120.740685,2025-09-01 16:15:00+00:00,0.0,0.0,533.0767,0.0,15459.225,71965.36,0.0,1599.2302,0.0,0.0,470706.75,4264.614,564528.25
17.6,12.79,12.6,12.69,CP250908,CPP,CalPoly Pier,35.170204,-120.740685,2025-09-08 16:12:00+00:00,7463.074,1066.1534,12793.842,0.0,132203.03,13859.995,0.0,60237.67,0.0,533.0767,165786.86,61836.9,455780.6
16.8,8.69,8.92,8.8,CP250915,CPP,CalPoly Pier,35.170204,-120.740685,2025-09-15 16:27:00+00:00,0.0,0.0,533.0767,0.0,5863.8438,12793.842,1066.1534,1599.2302,0.0,0.0,434990.6,8529.228,465375.97
17.1,7.39,7.26,7.33,CP250921,CPP,CalPoly Pier,35.170204,-120.740685,2025-09-21 16:34:00+00:00,0.0,1599.2302,533.0767,0.0,22922.299,4264.614,0.0,0.0,0.0,0.0,90623.05,26653.836,146596.1
16.8,52.91,56.06,54.48,CP250928,CPP,CalPoly Pier,35.170204,-120.740685,2025-09-28 16:58:00+00:00,22922.299,40513.832,5330.767,0.0,753770.5,0.0,0.0,27719.99,4264.614,0.0,25054.605,203635.31,1083211.9
16.3,11.83,11.78,11.8,CP251005,CPP,CalPoly Pier,35.170204,-120.740685,2025-10-05 16:34:00+00:00,8529.228,91689.195,4797.6904,0.0,187643.0,3198.4604,0.0,13859.995,29852.297,0.0,23988.453,115677.65,479235.97
14.0,2.81,2.69,2.75,CP251012,CPP,CalPoly Pier,35.170204,-120.740685,2025-10-12 15:57:00+00:00,1599.2302,2132.307,0.0,0.0,5863.8438,5330.767,0.0,1066.1534,2665.3835,0.0,46910.75,4797.6904,70366.125
14.1,7.01,6.94,6.98,CP251019,CPP,CalPoly Pier,35.170204,-120.740685,2025-10-19 16:10:00+00:00,533.0767,1599.2302,2665.3835,0.0,46377.676,73031.51,5330.767,4797.6904,2132.307,0.0,455780.6,11194.611,603442.9
14.7,2.89,2.77,2.83,CP251026,CPP,CalPoly Pier,35.170204,-120.740685,2025-10-26 16:27:00+00:00,1066.1534,1599.2302,3731.537,0.0,23988.453,3731.537,0.0,9062.305,2132.307,533.0767,13859.995,7463.074,67167.664
14.6,6.7,6.69,6.7,CP251102,CPP,CalPoly Pier,35.170204,-120.740685,2025-11-02 17:35:00+00:00,533.0767,0.0,0.0,0.0,14926.148,18124.61,5330.767,0.0,1066.1534,4264.614,549069.0,6929.9976,600244.4
15.0,3.03,2.89,2.96,CP251109,CPP,CalPoly Pier,35.170204,-120.740685,2025-11-09 17:37:00+00:00,1066.1534,0.0,1599.2302,0.0,23455.375,0.0,4264.614,3731.537,0.0,0.0,15459.225,5863.8438,55439.98
15.1,16.68,15.33,16.0,CP251116,CPP,CalPoly Pier,35.170204,-120.740685,2025-11-16 18:12:00+00:00,0.0,1066.1534,2665.3835,533.0767,61836.9,3198.4604,0.0,69833.055,0.0,0.0,32517.68,15459.225,187109.94
14.5,1.96,1.84,1.9,CP251123,CPP,CalPoly Pier,35.170204,-120.740685,2025-11-23 16:30:00+00:00,0.0,0.0,533.0767,0.0,3731.537,1066.1534,0.0,533.0767,3731.537,0.0,25587.684,2132.307,37315.37
15.3,3.37,3.17,3.27,CP251130,CPP,CalPoly Pier,35.170204,-120.740685,2025-11-30 17:00:00+00:00,0.0,533.0767,0.0,0.0,533.0767,11194.611,9062.305,0.0,11727.6875,0.0,189242.23,2665.3835,224958.38
15.2,2.05,2.25,2.15,CP251208,CPP,CalPoly Pier,35.170204,-120.740685,2025-12-08 17:17:00+00:00,0.0,0.0,1599.2302,533.0767,1599.2302,3198.4604,0.0,9595.381,0.0,533.0767,15459.225,2665.3835,35183.062
15.5,6.28,5.91,6.1,CP251215,CPP,CalPoly Pier,35.170204,-120.740685,2025-12-15 17:30:00+00:00,0.0,0.0,533.0767,0.0,533.0767,1066.1534,6929.9976,8529.228,82626.89,0.0,19723.838,8529.228,128471.49
15.2,4.75,4.75,4.75,CP251222,CPP,CalPoly Pier,35.170204,-120.740685,2025-12-22 15:20:00+00:00,0.0,0.0,1599.2302,0.0,2132.307,27186.912,7463.074,5330.767,19723.838,0.0,268670.66,1599.2302,333706.03
13.2,1.25,1.34,1.29,CP251228,CPP,CalPoly Pier,35.170204,-120.740685,2025-12-28 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7463.074,0.0,10128.458,0.0,17591.531
15.3,2.48,2.65,2.56,CP260104,CPP,CalPoly Pier,35.170204,-120.740685,2026-01-04 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6929.9976,24521.53,0.0,6396.921,3198.4604,41046.906
13.1,0.36,0.36,0.36,CP260111,CPP,CalPoly Pier,35.170204,-120.740685,2026-01-11 17:13:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128.458,0.0,10128.458
14.6,2.94,3.26,3.1,CP260119,CPP,CalPoly Pier,35.170204,-120.740685,2026-01-19 17:43:00+00:00,0.0,0.0,533.0767,0.0,533.0767,38381.523,2132.307,1066.1534,1066.1534,0.0,705793.56,1066.1534,750572.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-03-28 21:06:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,21.0,208.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-04-24 19:16:00+00:00,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,174.0,39.0,226.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-05-21 19:41:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,83.0,9931.0,830.0,10900.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-07-12 21:07:00+00:00,180.0,395.0,26.0,0.0,60.0,26.0,17.0,0.0,0.0,60.0,103.0,1065.0,1932.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-07-31 19:50:00+00:00,46.0,0.0,9.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,1466.0,46.0,1798.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-09-30 19:56:00+00:00,113.0,0.0,214.0,0.0,665.0,0.0,0.0,11922.0,0.0,214.0,225.0,124.0,13477.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-10-30 18:48:00+00:00,2123.0,370.0,12.0,0.0,727.0,0.0,0.0,1395.0,0.0,0.0,131.0,12.0,4770.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2024-12-17 20:52:00+00:00,458.0,0.0,0.0,0.0,270.0,0.0,0.0,593.0,0.0,0.0,1142.0,8.0,2472.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-01-30 19:18:00+00:00,1033.0,0.0,0.0,0.0,898.0,0.0,0.0,262.0,0.0,0.0,87.0,390.0,2671.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-02-24 17:50:00+00:00,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,100164.0,5823.0,106360.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-03-18 20:20:00+00:00,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,253.0,29.0,362.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-05-15 20:50:00+00:00,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.0,1476.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-06-30 22:45:00+00:00,0.0,0.0,0.0,0.0,0.0,19.0,87.0,0.0,0.0,0.0,3636.0,154.0,3897.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-07-31 21:18:00+00:00,120.0,12.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,341.0,36.0,533.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-09-26 18:04:00+00:00,223.0,0.0,25.0,0.0,289.0,0.0,0.0,207.0,0.0,0.0,3191.0,50.0,3985.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-10-27 19:54:00+00:00,901.0,87.0,0.0,0.0,293.0,0.0,0.0,195.0,0.0,11.0,521.0,11.0,2040.0
,,,,TL16,T16,Inner Tomales Bay,38.11798,-122.867,2025-11-25 18:43:00+00:00,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,65.0
14.1,,,,24080,MWII,Monterey Wharf,36.603683,-121.889275,2024-03-20 14:44:00+00:00,,,,,,,,,,,,,
13.5,,,,24087,MWII,Monterey Wharf,36.603683,-121.889275,2024-03-27 14:46:00+00:00,,,,,,,,,,,,,
14.0,,,,24094,MWII,Monterey Wharf,36.603683,-121.889275,2024-04-04 14:53:00+00:00,,,,,,,,,,,,,
13.8,,,15.17,24101,MWII,Monterey Wharf,36.603683,-121.889275,2024-04-10 14:46:00+00:00,180.0,540.0,360.0,0.0,990.0,1800.0,1080.0,360.0,540.0,0.0,,,
13.2,,,20.55,24115,MWII,Monterey Wharf,36.603683,-121.889275,2024-04-24 14:03:00+00:00,0.0,700.0,200.0,0.0,800.0,600.0,0.0,100.0,200.0,0.0,,,
14.6,,,26.63,24122,MWII,Monterey Wharf,36.603683,-121.889275,2024-05-01 14:45:00+00:00,3100.0,1900.0,2400.0,0.0,13200.0,0.0,0.0,100.0,900.0,0.0,,,
12.8,,,57.76,24129,MWII,Monterey Wharf,36.603683,-121.889275,2024-05-08 14:04:00+00:00,1890.0,8010.0,2160.0,0.0,26550.0,43200.0,209520.0,0.0,180.0,0.0,,,
12.2,,,42.79,24136,MWII,Monterey Wharf,36.603683,-121.889275,2024-05-15 14:12:00+00:00,1080.0,540.0,270.0,0.0,0.0,101340.0,12510.0,0.0,360.0,0.0,,,
13.9,,,,24143,MWII,Monterey Wharf,36.603683,-121.889275,2024-05-22 14:09:00+00:00,190.0,0.0,190.0,0.0,39520.0,0.0,0.0,0.0,95.0,0.0,,,
14.3,,,4.184,24150,MWII,Monterey Wharf,36.603683,-121.889275,2024-05-29 17:11:00+00:00,500.0,2800.0,300.0,0.0,80200.0,600.0,0.0,500.0,0.0,0.0,,,
14.9,,,,24157,MWII,Monterey Wharf,36.603683,-121.889275,2024-06-05 13:56:00+00:00,100.0,200.0,400.0,0.0,13300.0,200.0,200.0,500.0,200.0,0.0,,,
13.2,,,,24164,MWII,Monterey Wharf,36.603683,-121.889275,2024-06-12 14:11:00+00:00,90.0,2430.0,1080.0,90.0,4230.0,141570.0,28710.0,630.0,90.0,0.0,,,
14.6,,,0.306,24171,MWII,Monterey Wharf,36.603683,-121.889275,2024-06-19 14:15:00+00:00,200.0,400.0,0.0,0.0,1900.0,700.0,1400.0,0.0,0.0,0.0,,,
12.0,,,0.792,24178,MWII,Monterey Wharf,36.603683,-121.889275,2024-06-26 14:16:00+00:00,0.0,400.0,200.0,0.0,300.0,5200.0,10500.0,0.0,0.0,0.0,,,
14.1,,,0.426,24185,MWII,Monterey Wharf,36.603683,-121.889275,2024-07-03 14:20:00+00:00,100.0,2500.0,0.0,0.0,2400.0,500.0,0.0,0.0,0.0,0.0,,,
14.5,,,0.174,24192,MWII,Monterey Wharf,36.603683,-121.889275,2024-07-10 14:10:00+00:00,1000.0,1700.0,300.0,0.0,8100.0,3200.0,200.0,0.0,0.0,0.0,,,
14.8,,,0.12,24199,MWII,Monterey Wharf,36.603683,-121.889275,2024-07-17 14:24:00+00:00,100.0,5800.0,100.0,0.0,1200.0,1000.0,0.0,100.0,0.0,0.0,,,
